"ID","Work Item Type","Title 1","Title 2","Title 3","Title 4","Description","Acceptance Criteria","Business Value","Effort","Remaining Work","Activity","Iteration Path","Tags"
"","Product Backlog Item","","","[PBI-25] Tela de resultado com a lista padronizada de especificações","","<b>História de usuário:</b> Como analista mobile, quero visualizar as especificações agrupadas por categoria, para consultar os dados de forma clara.<br><br><b>Prioridade:</b> Obrigatório (Must have) — requisito do desafio Ford, sem ele a solução não é aceita<br><b>Esforço (Planning Poker):</b> 5 pontos<br><b>Depende de (predecessores):</b> PBI-17 Tela de nova pesquisa (veículo + lista de atributos), PBI-19 Gerar lista de especificações em formato único (schema padronizado)<br><b>Bloqueia (sucessores):</b> PBI-26, PBI-31<br><b>Release:</b> Sprint 3","<b>Funcionalidade:</b> Tela de resultado com a lista padronizada de especificações<br><br><b>Cenário:</b> Resultado exibido<br><b>Dado</b> uma pesquisa concluída<br><b>Quando</b> abro a tela de resultado<br><b>Então</b> vejo os atributos agrupados por categoria com valor, unidade e fonte<br><br><b>Cenário:</b> Dado indisponível<br><b>Dado</b> um atributo sem informação<br><b>Quando</b> abro a tela de resultado<br><b>Então</b> vejo o selo 'Não disponível' em cinza<br><br><b>Critério de pronto (DoD):</b> Código revisado via Pull Request; testes automatizados passando no pipeline; sem vulnerabilidades críticas/altas no SAST/SCA; critérios de aceite BDD validados pelo PO; documentação (Swagger/README) atualizada; deploy no ambiente de homologação. <b>Específico:</b> Estados de carregando, vazio e erro implementados.","100","5","","","Ford Challenge\Sprint 3","Must; Mobile"
"","Task","","","","[T-22] Layout da tela de resultado agrupada por categoria","<b>Esforço estimado:</b> 4 h<br><b>Depende de:</b> Nenhuma<br><b>PBI:</b> PBI-25 Tela de resultado com a lista padronizada de especificações","","","","4","Design","Ford Challenge\Sprint 3","Sprint3; Mobile"
"","Task","","","","[T-23] Integrar tela de resultado ao endpoint de especificações","<b>Esforço estimado:</b> 4 h<br><b>Depende de:</b> T-05 Implementar endpoint GET /pesquisas/{id}/especificacoes, T-22 Layout da tela de resultado agrupada por categoria<br><b>PBI:</b> PBI-25 Tela de resultado com a lista padronizada de especificações","","","","4","Development","Ford Challenge\Sprint 3","Sprint3; Mobile"
"","Task","","","","[T-24] Estados de carregando, vazio, erro e selo 'Não disponível'","<b>Esforço estimado:</b> 2 h<br><b>Depende de:</b> T-23 Integrar tela de resultado ao endpoint de especificações<br><b>PBI:</b> PBI-25 Tela de resultado com a lista padronizada de especificações","","","","2","Development","Ford Challenge\Sprint 3","Sprint3; Mobile"
"","Product Backlog Item","","","[PBI-31] Tela de comparação de veículos no app","","<b>História de usuário:</b> Como analista mobile, quero comparar veículos no app, para apoiar reuniões de negócio.<br><br><b>Prioridade:</b> Necessário (Should have) — agrega valor relevante ao negócio, mas não bloqueia a aceitação<br><b>Esforço (Planning Poker):</b> 5 pontos<br><b>Depende de (predecessores):</b> PBI-25 Tela de resultado com a lista padronizada de especificações, PBI-30 Comparar dois ou mais veículos lado a lado<br><b>Bloqueia (sucessores):</b> Nenhum<br><b>Release:</b> Sprint 4","<b>Funcionalidade:</b> Tela de comparação de veículos no app<br><br><b>Cenário:</b> Comparar no app<br><b>Dado</b> que selecionei 2 pesquisas concluídas<br><b>Quando</b> toco em 'Comparar'<br><b>Então</b> vejo a tabela comparativa com rolagem horizontal<br><br><b>Critério de pronto (DoD):</b> Código revisado via Pull Request; testes automatizados passando no pipeline; sem vulnerabilidades críticas/altas no SAST/SCA; critérios de aceite BDD validados pelo PO; documentação (Swagger/README) atualizada; deploy no ambiente de homologação. <b>Específico:</b> Validada em telas de 5"" a 6,7"".","50","5","","","Ford Challenge\Sprint 4","Should; Mobile"
"","Feature","","[FT-12] Publicação do Aplicativo","","","<b>História:</b> Como avaliador, quero instalar o app via APK, para testar a solução em um dispositivo real.<br><b>Prioridade:</b> Obrigatório (Must have) — requisito do desafio Ford, sem ele a solução não é aceita<br><b>Esforço total:</b> 3 pontos","Dado o APK gerado pelo EAS Build, quando instalo em um Android, então o app abre e executa todos os fluxos sem erros.","100","3","","","Ford Challenge","Must"
"","Product Backlog Item","","","[PBI-26] Gerar build APK via Expo EAS Build","","<b>História de usuário:</b> Como avaliador, quero um APK instalável, para testar o app em um dispositivo Android.<br><br><b>Prioridade:</b> Obrigatório (Must have) — requisito do desafio Ford, sem ele a solução não é aceita<br><b>Esforço (Planning Poker):</b> 3 pontos<br><b>Depende de (predecessores):</b> PBI-25 Tela de resultado com a lista padronizada de especificações<br><b>Bloqueia (sucessores):</b> PBI-35<br><b>Release:</b> Sprint 3","<b>Funcionalidade:</b> Gerar build APK via Expo EAS Build<br><br><b>Cenário:</b> APK instalável<br><b>Dado</b> o perfil 'preview' configurado no eas.json<br><b>Quando</b> executo o EAS Build<br><b>Então</b> o APK é gerado, instala e abre sem erros em dispositivo físico<br><br><b>Critério de pronto (DoD):</b> Código revisado via Pull Request; testes automatizados passando no pipeline; sem vulnerabilidades críticas/altas no SAST/SCA; critérios de aceite BDD validados pelo PO; documentação (Swagger/README) atualizada; deploy no ambiente de homologação. <b>Específico:</b> Link do APK e evidências (prints) no README.","100","3","","","Ford Challenge\Sprint 3","Must; Mobile"
"","Task","","","","[T-25] Configurar eas.json (perfil preview) e variáveis de ambiente","<b>Esforço estimado:</b> 2 h<br><b>Depende de:</b> Nenhuma<br><b>PBI:</b> PBI-26 Gerar build APK via Expo EAS Build","","","","2","Deployment","Ford Challenge\Sprint 3","Sprint3; Mobile"
"","Task","","","","[T-26] Gerar APK e testar instalação em dispositivo físico e emulador","<b>Esforço estimado:</b> 3 h<br><b>Depende de:</b> T-24 Estados de carregando, vazio, erro e selo 'Não disponível', T-25 Configurar eas.json (perfil preview) e variáveis de ambiente<br><b>PBI:</b> PBI-26 Gerar build APK via Expo EAS Build","","","","3","Deployment","Ford Challenge\Sprint 3","Sprint3; Mobile"
"","Epic","[EP-07] Qualidade, Validação e Observabilidade","","","","Assegurar que a solução está operando corretamente, usando a Ford Ranger Raptor como caso de validação oficial, testes automatizados e monitoramento.","100% das especificações do slide da Ranger Raptor entregues corretamente pelo teste de aceitação automatizado; logs estruturados e dashboard de monitoramento ativos.","","","","","Ford Challenge","Épico"
"","Feature","","[FT-13] Validação com Ford Ranger Raptor","","","<b>História:</b> Como Ford (cliente do desafio), quero validar a solução com a Ranger Raptor, para confirmar que ela opera corretamente.<br><b>Prioridade:</b> Obrigatório (Must have) — requisito do desafio Ford, sem ele a solução não é aceita<br><b>Esforço total:</b> 8 pontos","Dado o gabarito da Ranger Raptor, quando a pesquisa é executada, então todas as especificações do slide são entregues corretamente.","100","8","","","Ford Challenge","Must"
"","Product Backlog Item","","","[PBI-10] Criar gabarito de referência (massa de teste) da Ford Ranger Raptor","","<b>História de usuário:</b> Como QA, quero o gabarito oficial das especificações da Ranger Raptor, para validar automaticamente a saída da solução.<br><br><b>Prioridade:</b> Obrigatório (Must have) — requisito do desafio Ford, sem ele a solução não é aceita<br><b>Esforço (Planning Poker):</b> 3 pontos<br><b>Depende de (predecessores):</b> PBI-04 Cadastrar catálogo padrão de atributos técnicos com unidade e categoria<br><b>Bloqueia (sucessores):</b> PBI-24<br><b>Release:</b> Sprint 1","<b>Funcionalidade:</b> Criar gabarito de referência (massa de teste) da Ford Ranger Raptor<br><br><b>Cenário:</b> Gabarito completo<br><b>Dado</b> o slide de especificações da Ranger Raptor fornecido pela Ford<br><b>Quando</b> o gabarito JSON é criado<br><b>Então</b> contém todos os atributos do slide com valor e unidade padronizados<br><br><b>Critério de pronto (DoD):</b> Código revisado via Pull Request; testes automatizados passando no pipeline; sem vulnerabilidades críticas/altas no SAST/SCA; critérios de aceite BDD validados pelo PO; documentação (Swagger/README) atualizada; deploy no ambiente de homologação. <b>Específico:</b> Gabarito revisado por 2 membros e versionado em /tests/fixtures.","100","3","","","Ford Challenge\Sprint 1","Must; QA"
"","Product Backlog Item","","","[PBI-24] Teste de aceitação automatizado com a Ford Ranger Raptor","","<b>História de usuário:</b> Como Ford, quero que a solução seja validada automaticamente com a Ranger Raptor, para confirmar que opera corretamente.<br><br><b>Prioridade:</b> Obrigatório (Must have) — requisito do desafio Ford, sem ele a solução não é aceita<br><b>Esforço (Planning Poker):</b> 5 pontos<br><b>Depende de (predecessores):</b> PBI-10 Criar gabarito de referência (massa de teste) da Ford Ranger Raptor, PBI-20 Explicitar 'Não disponível' quando a informação não existir<br><b>Bloqueia (sucessores):</b> PBI-35<br><b>Release:</b> Sprint 3","<b>Funcionalidade:</b> Teste de aceitação automatizado com a Ford Ranger Raptor<br><br><b>Cenário:</b> Validação oficial<br><b>Dado</b> o gabarito da Ford Ranger Raptor<br><b>Quando</b> executo a pesquisa com todos os atributos do slide<br><b>Então</b> 100% das especificações retornadas conferem com o gabarito em valor e unidade<br><br><b>Cenário:</b> Formato consistente<br><b>Dado</b> o resultado da Ranger Raptor<br><b>Quando</b> valido contra o schema v1<br><b>Então</b> a validação passa sem erros<br><br><b>Critério de pronto (DoD):</b> Código revisado via Pull Request; testes automatizados passando no pipeline; sem vulnerabilidades críticas/altas no SAST/SCA; critérios de aceite BDD validados pelo PO; documentação (Swagger/README) atualizada; deploy no ambiente de homologação. <b>Específico:</b> Cenário BDD executando no pipeline e relatório de aderência campo a campo anexado.","100","5","","","Ford Challenge\Sprint 3","Must; QA"
"","Task","","","","[T-20] Automatizar cenário BDD da Ranger Raptor (Gherkin + step definitions)","<b>Esforço estimado:</b> 5 h<br><b>Depende de:</b> T-05 Implementar endpoint GET /pesquisas/{id}/especificacoes, T-08 Regra de preenchimento 'Não disponível' com motivo<br><b>PBI:</b> PBI-24 Teste de aceitação automatizado com a Ford Ranger Raptor","","","","5","Testing","Ford Challenge\Sprint 3","Sprint3; QA"
"","Task","","","","[T-21] Gerar relatório de aderência campo a campo vs. gabarito","<b>Esforço estimado:</b> 3 h<br><b>Depende de:</b> T-20 Automatizar cenário BDD da Ranger Raptor (Gherkin + step definitions)<br><b>PBI:</b> PBI-24 Teste de aceitação automatizado com a Ford Ranger Raptor","","","","3","Testing","Ford Challenge\Sprint 3","Sprint3; QA"
"","Feature","","[FT-14] Testes Automatizados e Observabilidade","","","<b>História:</b> Como equipe, quero testes automatizados e monitoramento, para detectar falhas rapidamente e garantir qualidade contínua.<br><b>Prioridade:</b> Obrigatório (Must have) — requisito do desafio Ford, sem ele a solução não é aceita<br><b>Esforço total:</b> 13 pontos","Dado um deploy, quando os testes rodam, então o relatório é publicado no pipeline; dado um erro em produção, então ele aparece no dashboard.","100","13","","","Ford Challenge","Must"
"","Product Backlog Item","","","[PBI-23] Testes automatizados da API (sucesso, erro e acesso não autorizado)","","<b>História de usuário:</b> Como QA, quero testes automatizados dos principais comportamentos da API, para garantir que regressões sejam detectadas.<br><br><b>Prioridade:</b> Obrigatório (Must have) — requisito do desafio Ford, sem ele a solução não é aceita<br><b>Esforço (Planning Poker):</b> 5 pontos<br><b>Depende de (predecessores):</b> PBI-12 Controle de acesso por perfil (Analista, Gestor, Administrador), PBI-19 Gerar lista de especificações em formato único (schema padronizado)<br><b>Bloqueia (sucessores):</b> Nenhum<br><b>Release:</b> Sprint 3","<b>Funcionalidade:</b> Testes automatizados da API (sucesso, erro e acesso não autorizado)<br><br><b>Cenário:</b> Suíte executada no pipeline<br><b>Dado</b> a suíte de testes de API<br><b>Quando</b> o pipeline é executado<br><b>Então</b> os cenários de sucesso, erro (400/404) e não autorizado (401/403) são executados e o relatório é publicado<br><br><b>Critério de pronto (DoD):</b> Código revisado via Pull Request; testes automatizados passando no pipeline; sem vulnerabilidades críticas/altas no SAST/SCA; critérios de aceite BDD validados pelo PO; documentação (Swagger/README) atualizada; deploy no ambiente de homologação. <b>Específico:</b> Cobertura de linhas ≥ 70% na API; relatório JUnit publicado na aba Tests do pipeline.","100","5","","","Ford Challenge\Sprint 3","Must; QA"
"","Task","","","","[T-17] Testes de autenticação e perfis (401/403)","<b>Esforço estimado:</b> 4 h<br><b>Depende de:</b> T-12 Padronizar respostas de erro (RFC 7807 Problem Details)<br><b>PBI:</b> PBI-23 Testes automatizados da API (sucesso, erro e acesso não autorizado)","","","","4","Testing","Ford Challenge\Sprint 3","Sprint3; QA"
"","Task","","","","[T-18] Testes de pesquisa: sucesso, 400 e 404","<b>Esforço estimado:</b> 4 h<br><b>Depende de:</b> T-05 Implementar endpoint GET /pesquisas/{id}/especificacoes, T-12 Padronizar respostas de erro (RFC 7807 Problem Details)<br><b>PBI:</b> PBI-23 Testes automatizados da API (sucesso, erro e acesso não autorizado)","","","","4","Testing","Ford Challenge\Sprint 3","Sprint3; QA"
"","Task","","","","[T-19] Publicar relatório de testes e cobertura no pipeline","<b>Esforço estimado:</b> 2 h<br><b>Depende de:</b> T-17 Testes de autenticação e perfis (401/403), T-18 Testes de pesquisa: sucesso, 400 e 404<br><b>PBI:</b> PBI-23 Testes automatizados da API (sucesso, erro e acesso não autorizado)","","","","2","Deployment","Ford Challenge\Sprint 3","Sprint3; QA"
"","Product Backlog Item","","","[PBI-34] Logs estruturados, métricas e dashboard de monitoramento","","<b>História de usuário:</b> Como equipe de operação, quero logs e dashboards, para detectar e responder a incidentes rapidamente.<br><br><b>Prioridade:</b> Necessário (Should have) — agrega valor relevante ao negócio, mas não bloqueia a aceitação<br><b>Esforço (Planning Poker):</b> 5 pontos<br><b>Depende de (predecessores):</b> PBI-11 Cadastro e login com geração e validação de JWT<br><b>Bloqueia (sucessores):</b> PBI-37<br><b>Release:</b> Sprint 4","<b>Funcionalidade:</b> Logs estruturados, métricas e dashboard de monitoramento<br><br><b>Cenário:</b> Falha de login registrada<br><b>Dado</b> 5 tentativas de login falhas em 1 minuto<br><b>Quando</b> consulto o dashboard<br><b>Então</b> vejo o alerta de possível força bruta com usuário e IP<br><br><b>Critério de pronto (DoD):</b> Código revisado via Pull Request; testes automatizados passando no pipeline; sem vulnerabilidades críticas/altas no SAST/SCA; critérios de aceite BDD validados pelo PO; documentação (Swagger/README) atualizada; deploy no ambiente de homologação. <b>Específico:</b> Dashboard no Grafana/Azure Monitor com latência, erros e taxa de sucesso da extração.","50","5","","","Ford Challenge\Sprint 4","Should; Observabilidade"
"","Product Backlog Item","","","[PBI-37] Monitorar custo e latência das chamadas ao modelo de IA","","<b>História de usuário:</b> Como gestor técnico, quero acompanhar custo e tempo do modelo de IA, para controlar o orçamento da solução.<br><br><b>Prioridade:</b> Opcional (Could have) — melhoria desejável, entra se houver capacidade<br><b>Esforço (Planning Poker):</b> 3 pontos<br><b>Depende de (predecessores):</b> PBI-15 Extrair especificações do conteúdo coletado com motor híbrido (LLM + regras), PBI-34 Logs estruturados, métricas e dashboard de monitoramento<br><b>Bloqueia (sucessores):</b> Nenhum<br><b>Release:</b> Backlog futuro","<b>Funcionalidade:</b> Monitorar custo e latência das chamadas ao modelo de IA<br><br><b>Cenário:</b> Custo monitorado<br><b>Dado</b> chamadas ao LLM durante o dia<br><b>Quando</b> consulto o dashboard<br><b>Então</b> vejo tokens consumidos, custo estimado e latência p95<br><br><b>Critério de pronto (DoD):</b> Código revisado via Pull Request; testes automatizados passando no pipeline; sem vulnerabilidades críticas/altas no SAST/SCA; critérios de aceite BDD validados pelo PO; documentação (Swagger/README) atualizada; deploy no ambiente de homologação. <b>Específico:</b> Alerta quando o custo diário ultrapassar o limite configurado.","20","3","","","Ford Challenge","Could; Observabilidade"
"","Epic","[EP-08] Entrega Final e Pitch","","","","Consolidar documentação e apresentar a solução final à Ford e à FIAP em vídeo pitch/técnico de até 6 minutos.","README e Swagger completos; vídeo com pitch + parte técnica, até 6 minutos, entregue em todas as disciplinas.","","","","","Ford Challenge","Épico"
"","Feature","","[FT-15] Documentação e Apresentação Final","","","<b>História:</b> Como professores e Ford, queremos documentação clara e um pitch objetivo, para entender e avaliar a solução.<br><b>Prioridade:</b> Obrigatório (Must have) — requisito do desafio Ford, sem ele a solução não é aceita<br><b>Esforço total:</b> 8 pontos","Dado o repositório, quando sigo o README, então consigo executar a solução; o vídeo tem no máximo 6 minutos.","100","8","","","Ford Challenge","Must"
"","Product Backlog Item","","","[PBI-27] Documentação da API (OpenAPI/Swagger) e README de execução","","<b>História de usuário:</b> Como desenvolvedor e avaliador, quero a API documentada e instruções de execução, para usar e avaliar a solução.<br><br><b>Prioridade:</b> Obrigatório (Must have) — requisito do desafio Ford, sem ele a solução não é aceita<br><b>Esforço (Planning Poker):</b> 3 pontos<br><b>Depende de (predecessores):</b> PBI-19 Gerar lista de especificações em formato único (schema padronizado), PBI-21 Hardening da API: rate limit, validação de entrada e padronização de erros<br><b>Bloqueia (sucessores):</b> Nenhum<br><b>Release:</b> Sprint 3","<b>Funcionalidade:</b> Documentação da API (OpenAPI/Swagger) e README de execução<br><br><b>Cenário:</b> Swagger disponível<br><b>Dado</b> a API em execução<br><b>Quando</b> acesso /swagger-ui<br><b>Então</b> vejo todos os endpoints com exemplos, códigos de status e esquema de autenticação<br><br><b>Cenário:</b> README executável<br><b>Dado</b> um ambiente limpo<br><b>Quando</b> sigo o README<br><b>Então</b> consigo subir API e app localmente<br><br><b>Critério de pronto (DoD):</b> Código revisado via Pull Request; testes automatizados passando no pipeline; sem vulnerabilidades críticas/altas no SAST/SCA; critérios de aceite BDD validados pelo PO; documentação (Swagger/README) atualizada; deploy no ambiente de homologação. <b>Específico:</b> README revisado por um membro que não participou da escrita.","100","3","","","Ford Challenge\Sprint 3","Must; Documentação"
"","Task","","","","[T-27] Documentar endpoints no OpenAPI/Swagger com exemplos","<b>Esforço estimado:</b> 3 h<br><b>Depende de:</b> T-05 Implementar endpoint GET /pesquisas/{id}/especificacoes, T-12 Padronizar respostas de erro (RFC 7807 Problem Details)<br><b>PBI:</b> PBI-27 Documentação da API (OpenAPI/Swagger) e README de execução","","","","3","Documentation","Ford Challenge\Sprint 3","Sprint3; Documentação"
"","Task","","","","[T-28] Escrever README (execução, prints das telas, link do APK)","<b>Esforço estimado:</b> 2 h<br><b>Depende de:</b> T-26 Gerar APK e testar instalação em dispositivo físico e emulador<br><b>PBI:</b> PBI-27 Documentação da API (OpenAPI/Swagger) e README de execução","","","","2","Documentation","Ford Challenge\Sprint 3","Sprint3; Documentação"
"","Product Backlog Item","","","[PBI-35] Produzir vídeo pitch/técnico da solução final (até 6 min)","","<b>História de usuário:</b> Como equipe, queremos apresentar o problema, a solução e a parte técnica em vídeo, para a avaliação final da Ford e FIAP.<br><br><b>Prioridade:</b> Obrigatório (Must have) — requisito do desafio Ford, sem ele a solução não é aceita<br><b>Esforço (Planning Poker):</b> 5 pontos<br><b>Depende de (predecessores):</b> PBI-24 Teste de aceitação automatizado com a Ford Ranger Raptor, PBI-26 Gerar build APK via Expo EAS Build<br><b>Bloqueia (sucessores):</b> Nenhum<br><b>Release:</b> Sprint 4","<b>Funcionalidade:</b> Produzir vídeo pitch/técnico da solução final (até 6 min)<br><br><b>Cenário:</b> Vídeo entregue<br><b>Dado</b> o roteiro aprovado pela equipe<br><b>Quando</b> o vídeo é finalizado<br><b>Então</b> tem até 6 minutos, contém pitch e demonstração técnica e o link é entregue em todas as disciplinas<br><br><b>Critério de pronto (DoD):</b> Código revisado via Pull Request; testes automatizados passando no pipeline; sem vulnerabilidades críticas/altas no SAST/SCA; critérios de aceite BDD validados pelo PO; documentação (Swagger/README) atualizada; deploy no ambiente de homologação. <b>Específico:</b> Link do vídeo publicado no Teams de todas as disciplinas.","100","5","","","Ford Challenge\Sprint 4","Must; Pitch"
